Ethnicity,Geographical-union Name 
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Eastern Pennsylvania
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
"White, non-Hispanic",Empire
